Ticker,Gate_Passed,Expected_Return_3M,Return_Type,Warnings
PNC,False,0.02191226982809049,CAPM,"Failed: Acc=30.8%, IC=-0.1009, Gap=46.2%"
GD,True,-0.0016077308497253328,Grinold-Kahn,
SNDK,False,0.04766491026687849,CAPM,ensemble.json missing
WDC,False,0.041342014508085764,CAPM,ensemble.json missing
NKE,True,-0.037839878863962985,Grinold-Kahn,
AMT,False,0.007350015017544169,CAPM,"Failed: Acc=59.8%, IC=0.1445, Gap=31.3%"
ITW,False,0.017840515829156123,CAPM,"Failed: Acc=50.4%, IC=0.1446, Gap=34.6%"
RCL,False,0.03335032288467828,CAPM,"Failed: Acc=44.2%, IC=0.1375, Gap=41.4%"
ECL,True,-0.020050911682728587,Grinold-Kahn,
ADP,False,0.01783235981227932,CAPM,ensemble.json missing
MRSH,False,0.010318390050297568,CAPM,ensemble.json missing
ICE,True,-0.0020419450970252245,Grinold-Kahn,
MMM,False,0.022800738684315022,CAPM,"Failed: Acc=59.8%, IC=-0.2790, Gap=21.2%"
JCI,False,0.023190976686763263,CAPM,"Failed: Acc=46.0%, IC=-0.1968, Gap=34.5%"
WMB,True,0.013630923057304262,Grinold-Kahn,
SHW,False,0.01855848618411994,CAPM,"Failed: Acc=33.5%, IC=0.5374, Gap=44.6%"
STX,False,0.03443673961123527,CAPM,ensemble.json missing
KKR,False,0.03991454374952164,CAPM,ensemble.json missing
BK,True,0.0008691698102718745,Grinold-Kahn,
ORLY,False,0.014347767721749328,CAPM,"Failed: Acc=48.7%, IC=0.1658, Gap=26.6%"
MCO,False,0.025312555870226502,CAPM,"Failed: Acc=48.7%, IC=0.3049, Gap=30.9%"
CTAS,False,0.017913456819529782,CAPM,"Failed: Acc=33.9%, IC=0.3935, Gap=53.8%"
CDNS,True,0.06579581281531596,Grinold-Kahn,
DELL,False,0.04531773648229348,CAPM,"Failed: Acc=39.7%, IC=-0.3348, Gap=38.2%"
CSX,True,-0.027266130091246,Grinold-Kahn,
MNST,False,0.011197944957470441,CAPM,"Failed: Acc=39.7%, IC=0.0397, Gap=44.9%"
PWR,True,-0.0037850538500851824,Grinold-Kahn,
REGN,False,0.01820065881791781,CAPM,"Failed: Acc=42.4%, IC=0.4006, Gap=35.0%"
CRH,False,0.031018289360408464,CAPM,"Failed: Acc=49.6%, IC=0.1346, Gap=25.1%"
EMR,False,0.031638486817630256,CAPM,"Failed: Acc=49.6%, IC=0.0396, Gap=32.8%"
SNPS,False,0.03743978297036204,CAPM,"Failed: Acc=51.8%, IC=0.4165, Gap=24.6%"
CMI,False,0.03274771891746162,CAPM,"Failed: Acc=46.4%, IC=-0.2362, Gap=27.0%"
MDLZ,True,-0.005510457109332479,Grinold-Kahn,
HLT,False,0.021779256113106528,CAPM,"Failed: Acc=36.2%, IC=-0.2227, Gap=36.9%"
KMI,False,0.01482217651992741,CAPM,"Failed: Acc=51.8%, IC=0.6194, Gap=32.5%"
GM,False,0.023369955348533776,CAPM,"Failed: Acc=27.7%, IC=0.0018, Gap=45.2%"
CI,False,0.012039320672437934,CAPM,"Failed: Acc=28.1%, IC=0.0298, Gap=64.4%"
TDG,False,0.0226818746522768,CAPM,"Failed: Acc=49.1%, IC=0.2641, Gap=23.5%"
ELV,False,0.011812087942941663,CAPM,"Failed: Acc=37.1%, IC=-0.3087, Gap=39.0%"
DASH,False,0.033205081281230696,CAPM,"Failed: Acc=58.5%, IC=-0.1405, Gap=23.1%"
SLB,False,0.02498871420929626,CAPM,"Failed: Acc=37.9%, IC=-0.1490, Gap=43.8%"
CL,True,-0.0027770159164939847,Grinold-Kahn,
MSI,False,0.012413746517826918,CAPM,"Failed: Acc=31.7%, IC=0.0272, Gap=42.2%"
ABNB,False,0.02862275218473623,CAPM,"Failed: Acc=58.5%, IC=-0.2271, Gap=31.1%"
HOOD,False,0.0574515239484849,CAPM,"Failed: Acc=56.7%, IC=-0.1295, Gap=6.9%"
TRV,True,0.0070653557309148275,Grinold-Kahn,
TFC,False,0.024749309478125935,CAPM,"Failed: Acc=46.9%, IC=0.1549, Gap=39.8%"
LHX,False,0.01587455332856618,CAPM,"Failed: Acc=47.3%, IC=0.2429, Gap=26.2%"
EOG,False,0.015916857344053487,CAPM,"Failed: Acc=64.7%, IC=-0.0407, Gap=11.6%"
PCAR,False,0.0230164844458229,CAPM,ensemble.json missing
RSG,False,0.013346219216232786,CAPM,"Failed: Acc=24.1%, IC=-0.0586, Gap=40.8%"
WBD,False,0.02671401139843145,CAPM,"Failed: Acc=27.2%, IC=0.1383, Gap=49.0%"
TEL,False,0.029814135906276268,CAPM,"Failed: Acc=28.6%, IC=0.3871, Gap=45.4%"
APO,False,0.03536336524053216,CAPM,"Failed: Acc=26.3%, IC=0.1545, Gap=46.5%"
AON,False,0.009230284977211702,CAPM,"Failed: Acc=26.3%, IC=0.2744, Gap=57.6%"
AEP,False,0.006298355377609561,CAPM,"Failed: Acc=51.8%, IC=0.0624, Gap=29.2%"
COR,False,0.012738794775606067,CAPM,"Failed: Acc=36.6%, IC=0.0703, Gap=44.1%"
NSC,False,0.018931616570184835,CAPM,"Failed: Acc=56.2%, IC=0.2812, Gap=26.1%"
BKR,True,-0.02344093696772645,Grinold-Kahn,
DLR,True,-0.0031423099684680256,Grinold-Kahn,
O,False,0.008147837015868345,CAPM,"Failed: Acc=48.2%, IC=-0.1244, Gap=24.9%"
SRE,False,0.015370906710261565,CAPM,"Failed: Acc=55.8%, IC=-0.1768, Gap=15.4%"
VLO,False,0.02231102996887077,CAPM,"Failed: Acc=46.0%, IC=-0.0987, Gap=35.2%"
ROST,False,0.017715328767757377,CAPM,"Failed: Acc=29.5%, IC=-0.3853, Gap=63.0%"
AZO,False,0.014066939150090925,CAPM,"Failed: Acc=35.7%, IC=-0.1323, Gap=41.6%"
PSX,False,0.02136851849917853,CAPM,"Failed: Acc=40.6%, IC=0.0196, Gap=31.2%"
SPG,False,0.018547905593720045,CAPM,"Failed: Acc=48.7%, IC=0.1321, Gap=35.7%"
APD,True,-0.027871706290804453,Grinold-Kahn,
F,False,0.020953731429804556,CAPM,"Failed: Acc=29.0%, IC=-0.0250, Gap=47.7%"
PSA,False,0.015872136929617676,CAPM,"Failed: Acc=72.8%, IC=-0.0641, Gap=5.8%"
GWW,False,0.022649483705462426,CAPM,"Failed: Acc=41.1%, IC=-0.2476, Gap=49.8%"
CARR,False,0.025572487636812417,CAPM,ensemble.json missing
ALL,True,0.015255040292942602,Grinold-Kahn,
ZTS,False,0.019507300387725288,CAPM,"Failed: Acc=42.0%, IC=-0.1572, Gap=31.1%"
OKE,False,0.018557198682202913,CAPM,ensemble.json missing
AJG,False,0.009949244224590561,CAPM,ensemble.json missing
AME,False,0.021340649902751595,CAPM,"Failed: Acc=34.8%, IC=-0.4983, Gap=44.8%"
D,False,0.009261035379958964,CAPM,"Failed: Acc=54.0%, IC=-0.0725, Gap=26.7%"
MPC,True,-4.926215362738009e-05,Grinold-Kahn,
VST,False,0.036680641258637015,CAPM,"Failed: Acc=38.8%, IC=-0.0304, Gap=47.1%"
NXPI,True,-0.016870968517338974,Grinold-Kahn,
MPWR,False,0.045223711649166436,CAPM,"Failed: Acc=62.9%, IC=-0.0138, Gap=24.2%"
AFL,False,0.011376322497699761,CAPM,"Failed: Acc=29.9%, IC=-0.1565, Gap=53.0%"
URI,True,0.07375970778881337,Grinold-Kahn,
FTNT,False,0.02879539643447387,CAPM,ensemble.json missing
ADSK,True,-0.0006347828195268698,Grinold-Kahn,
EXC,False,0.004181256212197534,CAPM,"Failed: Acc=57.6%, IC=-0.0309, Gap=22.6%"
FITB,False,0.023241625736165433,CAPM,"Failed: Acc=29.0%, IC=-0.3546, Gap=51.7%"
XEL,False,0.008624356178083438,CAPM,"Failed: Acc=39.7%, IC=-0.5527, Gap=40.9%"
CIEN,False,0.04116637615492801,CAPM,"Failed: Acc=17.0%, IC=0.4406, Gap=63.0%"
GRMN,False,0.030193517810283267,CAPM,"Failed: Acc=54.0%, IC=0.1516, Gap=31.1%"
CVNA,False,0.04713053327591123,CAPM,"Failed: Acc=29.5%, IC=-0.6145, Gap=62.7%"
DHI,False,0.01566735341988441,CAPM,"Failed: Acc=51.3%, IC=0.2169, Gap=26.5%"
ETR,False,0.0127711265354597,CAPM,"Failed: Acc=52.7%, IC=0.0016, Gap=25.5%"
TRGP,False,0.02341771175512488,CAPM,"Failed: Acc=42.9%, IC=0.5429, Gap=44.6%"
CMG,False,0.024162765406540426,CAPM,ensemble.json missing
CTVA,True,-0.019296983410192543,Grinold-Kahn,
FANG,False,0.021567579650262507,CAPM,"Failed: Acc=37.5%, IC=0.0790, Gap=38.3%"
MET,False,0.02464329477483784,CAPM,ensemble.json missing
EA,True,-0.01216919691630465,Grinold-Kahn,
TGT,False,0.02204796159324096,CAPM,ensemble.json missing
CAH,False,0.0119011910488907,CAPM,"Failed: Acc=49.1%, IC=0.0157, Gap=29.6%"
BDX,False,0.01696377858453484,CAPM,"Failed: Acc=57.6%, IC=-0.4449, Gap=11.6%"
FAST,True,0.004953445717883094,Grinold-Kahn,
FIX,True,0.015279100821367242,Grinold-Kahn,
OXY,True,-0.027597671286764755,Grinold-Kahn,
TER,False,0.04374952992143363,CAPM,ensemble.json missing
IDXX,False,0.024726891552692552,CAPM,"Failed: Acc=12.1%, IC=0.4863, Gap=65.6%"
VTR,False,0.011958392370835968,CAPM,"Failed: Acc=46.4%, IC=0.4639, Gap=15.6%"
AIG,True,0.006878388299469223,Grinold-Kahn,
EL,False,0.032524746462885334,CAPM,"Failed: Acc=37.1%, IC=0.1282, Gap=40.4%"
MLM,True,0.012622280390583648,Grinold-Kahn,
KEYS,False,0.0327209619230139,CAPM,"Failed: Acc=53.1%, IC=0.0050, Gap=17.6%"
KR,False,0.006517588102455716,CAPM,"Failed: Acc=28.1%, IC=-0.2786, Gap=46.1%"
MCHP,False,0.03487630587377147,CAPM,"Failed: Acc=57.1%, IC=0.4835, Gap=26.6%"
ODFL,False,0.027655630236315846,CAPM,ensemble.json missing
PEG,True,0.0012835035169815312,Grinold-Kahn,
AMP,False,0.027543663284584036,CAPM,"Failed: Acc=34.4%, IC=-0.1987, Gap=40.9%"
NUE,False,0.02580378873030678,CAPM,"Failed: Acc=49.1%, IC=-0.0867, Gap=28.5%"
SYY,True,-0.017897790831407995,Grinold-Kahn,
YUM,False,0.012985693619342495,CAPM,"Failed: Acc=48.7%, IC=-0.2986, Gap=31.0%"
CBRE,False,0.03046568603098013,CAPM,"Failed: Acc=42.4%, IC=-0.3392, Gap=24.0%"
NDAQ,False,0.024763696566539962,CAPM,"Failed: Acc=46.4%, IC=-0.7091, Gap=24.0%"
DAL,True,-0.04151289403639072,Grinold-Kahn,
COIN,False,0.05714085227705961,CAPM,"Failed: Acc=51.8%, IC=0.0850, Gap=26.1%"
EW,False,0.020165703846612624,CAPM,"Failed: Acc=36.2%, IC=-0.4406, Gap=49.6%"
WAB,True,0.007781497406120532,Grinold-Kahn,
HSY,False,0.009300391918157387,CAPM,"Failed: Acc=51.8%, IC=-0.4248, Gap=22.1%"
ROK,False,0.03310591892123995,CAPM,"Failed: Acc=50.9%, IC=0.2504, Gap=23.0%"
CCL,False,0.03639157534579332,CAPM,"Failed: Acc=58.5%, IC=-0.1986, Gap=22.5%"
ROP,False,0.023863538093403778,CAPM,"Failed: Acc=43.3%, IC=-0.3521, Gap=37.7%"
UAL,True,-0.09013495001986532,Grinold-Kahn,
EME,True,0.07064601414172485,Grinold-Kahn,
WDAY,True,0.006238437320636187,Grinold-Kahn,
KMB,False,0.008205147318927086,CAPM,"Failed: Acc=70.5%, IC=-0.0829, Gap=9.6%"
OTIS,False,0.011218964695210288,CAPM,ensemble.json missing
PRU,False,0.025979195265469962,CAPM,ensemble.json missing
KVUE,False,0.01116888307796563,CAPM,ensemble.json missing
A,False,0.02486478312644966,CAPM,"Failed: Acc=50.0%, IC=0.4874, Gap=28.7%"
MTB,False,0.022266612389966536,CAPM,"Failed: Acc=49.6%, IC=0.2452, Gap=28.3%"
STT,False,0.02773378771267303,CAPM,"Failed: Acc=53.1%, IC=-0.1677, Gap=30.7%"
ACGL,False,0.009284479335556543,CAPM,"Failed: Acc=35.7%, IC=-0.2720, Gap=36.1%"
CPRT,False,0.02086403000328369,CAPM,"Failed: Acc=38.4%, IC=0.4991, Gap=35.5%"
WEC,False,0.007953479234779745,CAPM,"Failed: Acc=43.8%, IC=-0.0620, Gap=34.1%"
AXON,False,0.0277029664413518,CAPM,"Failed: Acc=37.9%, IC=0.3648, Gap=45.3%"
TPL,False,0.028330101725702966,CAPM,"Failed: Acc=58.0%, IC=-0.3490, Gap=24.6%"
TTWO,True,0.0037089525812703567,Grinold-Kahn,
HBAN,True,0.007175993141933359,Grinold-Kahn,
IR,False,0.026912922024211777,CAPM,ensemble.json missing
HIG,True,0.019963610814118866,Grinold-Kahn,
RMD,True,-0.03720089050152764,Grinold-Kahn,
PCG,False,0.012032814005389837,CAPM,"Failed: Acc=51.3%, IC=-0.1815, Gap=23.4%"
VMC,True,0.009323141571124101,Grinold-Kahn,
KDP,False,0.011383000837310267,CAPM,"Failed: Acc=44.2%, IC=0.4086, Gap=42.1%"
MSCI,True,-0.0033615610934846756,Grinold-Kahn,
EBAY,False,0.02393780146531348,CAPM,"Failed: Acc=36.6%, IC=-0.1009, Gap=29.9%"
ED,False,0.002218198170398154,CAPM,"Failed: Acc=59.4%, IC=-0.0898, Gap=16.1%"
DDOG,True,0.017844852299418755,Grinold-Kahn,
LVS,True,-0.029995793133111515,Grinold-Kahn,
GEHC,False,0.023786815552335524,CAPM,ensemble.json missing
PYPL,False,0.032614689609743536,CAPM,"Failed: Acc=88.4%, IC=-0.0193, Gap=16.7%"
CCI,True,-0.032526063106182564,Grinold-Kahn,
LYV,False,0.022792764715337144,CAPM,"Failed: Acc=53.1%, IC=-0.2178, Gap=21.6%"
EQT,False,0.01926309194757486,CAPM,"Failed: Acc=48.2%, IC=-0.1825, Gap=38.5%"
NRG,True,-0.003848797767637921,Grinold-Kahn,
KHC,False,0.012284376224555478,CAPM,ensemble.json missing
CBOE,False,0.0046287266101428205,CAPM,"Failed: Acc=48.2%, IC=-0.0366, Gap=29.2%"
DTE,False,0.00890358941982688,CAPM,"Failed: Acc=58.0%, IC=-0.0495, Gap=19.8%"
ATO,False,0.009953886214775684,CAPM,"Failed: Acc=41.1%, IC=-0.6119, Gap=38.0%"
ROL,False,0.018043667396503486,CAPM,"Failed: Acc=53.6%, IC=-0.1800, Gap=23.6%"
HAL,False,0.025657302444379665,CAPM,"Failed: Acc=50.0%, IC=0.2571, Gap=39.2%"
CHTR,False,0.020765273464192546,CAPM,"Failed: Acc=40.2%, IC=-0.1489, Gap=36.4%"
FE,False,0.008962229633963483,CAPM,"Failed: Acc=59.8%, IC=0.2423, Gap=32.2%"
JBL,True,-0.026257736015105795,Grinold-Kahn,
LEN,False,0.017477633832326724,CAPM,"Failed: Acc=24.6%, IC=0.2375, Gap=58.4%"
WTW,False,0.010653544623586047,CAPM,"Failed: Acc=48.7%, IC=0.0292, Gap=32.1%"
HPE,True,0.0702233592314582,Grinold-Kahn,
